Age,Industry_grouped,JobTitle_grouped,Salary,AdditionalComp,Country_cleaned,ExperienceOverall,ExperienceField,Education,Gender,Race
35-44,Engineering & Manufacturing,Engineering & IT,92000.0,,United States,11 - 20 years,11 - 20 years,College degree,Woman,White
25-34,Engineering & Manufacturing,Data & Analytics,141000.0,14000.0,United States,5-7 years,8 - 10 years,PhD,Woman,Another option not listed here or prefer not to answer
35-44,Tech,Executive,230000.0,50000.0,United States,21 - 30 years,11 - 20 years,College degree,Man,White
35-44,Tech,Management,188000.0,100000.0,United States,21 - 30 years,21 - 30 years,College degree,Woman,White
45-54,Tech,Executive,170000.0,20000.0,United States,21 - 30 years,21 - 30 years,Master's degree,Woman,White
45-54,Education,Education & Training,50100.0,1000.0,United States,11 - 20 years,5-7 years,College degree,Woman,White
45-54,Tech,Data & Analytics,104640.0,20000.0,United States,21 - 30 years,21 - 30 years,College degree,Woman,White
35-44,Finance,Management,135000.0,10000.0,United States,11 - 20 years,8 - 10 years,Master's degree,Man,Another option not listed here or prefer not to answer
25-34,Marketing,Executive,90000.0,,United States,5-7 years,2 - 4 years,College degree,Man,White
35-44,Tech,Management,66600.0,0.0,Canada,11 - 20 years,11 - 20 years,College degree,Woman,White
35-44,Finance,Management,130704.0,10500.0,United States,11 - 20 years,11 - 20 years,College degree,Woman,White
35-44,Consulting,Data & Analytics,54000.0,,United States,5-7 years,2 - 4 years,"Professional degree (MD, JD, etc.)",Woman,White
25-34,Healthcare,Data & Analytics,58018.96,,Canada,2 - 4 years,2 - 4 years,PhD,Woman,White
25-34,Finance,Consulting,120660.0,27175.0,United States,11 - 20 years,2 - 4 years,Some college,Woman,White
35-44,Government,Management,103000.0,0.0,Australia,11 - 20 years,11 - 20 years,Master's degree,Woman,White
25-34,Education,Creative Arts,46125.0,0.0,United States,5-7 years,5-7 years,College degree,Woman,White
45-54,Legal,Legal,41600.0,0.0,United States,21 - 30 years,11 - 20 years,Master's degree,Other or prefer not to answer,Another option not listed here or prefer not to answer
25-34,Education,Education & Training,49000.0,0.0,United States,2 - 4 years,1 year or less,Some college,Woman,White
25-34,Education,Management,73000.0,5000.0,United States,8 - 10 years,8 - 10 years,Master's degree,Other or prefer not to answer,Another option not listed here or prefer not to answer
45-54,Finance,Executive,235000.0,,United States,31 - 40 years,31 - 40 years,Master's degree,Man,White
35-44,Tech,Executive,125000.0,1000.0,United States,11 - 20 years,11 - 20 years,Master's degree,Woman,White
35-44,Healthcare,Other,57000.0,,United States,11 - 20 years,5-7 years,College degree,Woman,White
45-54,Consulting,Management,132500.0,15000.0,United States,21 - 30 years,21 - 30 years,College degree,Woman,White
25-34,Education,Education & Training,44742.240000000005,0.0,Ireland,2 - 4 years,2 - 4 years,Master's degree,Woman,White
45-54,Government,Executive,100300.0,0.0,United States,21 - 30 years,11 - 20 years,College degree,Woman,White
25-34,Finance,Executive,47840.0,0.0,United States,8 - 10 years,5-7 years,College degree,Woman,White
35-44,Nonprofit,Consulting,70000.0,0.0,United States,11 - 20 years,2 - 4 years,Master's degree,Woman,White
45-54,Finance,Executive,90000.0,5000.0,United States,21 - 30 years,8 - 10 years,College degree,Woman,White
35-44,Engineering & Manufacturing,Engineering & IT,88000.0,0.0,United States,11 - 20 years,11 - 20 years,Master's degree,Woman,"Hispanic, Latino, or Spanish origin"
25-34,Tech,Data & Analytics,90000.0,5000.0,United States,2 - 4 years,2 - 4 years,College degree,Woman,White
35-44,Tech,Engineering & IT,118000.0,,United States,11 - 20 years,8 - 10 years,Master's degree,Non-binary,Another option not listed here or prefer not to answer
25-34,Education,Other,43000.0,,United States,8 - 10 years,8 - 10 years,Master's degree,Woman,White
35-44,Tech,Management,88000.0,,United States,21 - 30 years,11 - 20 years,College degree,Non-binary,White
35-44,Engineering & Manufacturing,Management,150000.0,30000.0,United States,11 - 20 years,11 - 20 years,College degree,Woman,White
35-44,Tech,Executive,136000.0,,United States,11 - 20 years,11 - 20 years,Master's degree,Woman,White
35-44,Agriculture,Other,500000.0,0.0,United States,8 - 10 years,2 - 4 years,PhD,Non-binary,Native American or Alaska Native
25-34,Healthcare,Administrative,85000.0,,United States,8 - 10 years,5-7 years,College degree,Woman,White
35-44,Engineering & Manufacturing,Creative Arts,76500.0,1000.0,United States,11 - 20 years,11 - 20 years,College degree,Woman,White
35-44,Marketing,Management,105000.0,8100.0,United States,11 - 20 years,11 - 20 years,College degree,Woman,White
35-44,Finance,Management,68750.0,0.0,United Kingdom,11 - 20 years,11 - 20 years,College degree,Woman,White
35-44,Tech,Executive,165000.0,36000.0,United States,11 - 20 years,11 - 20 years,Some college,Man,White
25-34,Education,Education & Training,58000.0,0.0,United States,5-7 years,2 - 4 years,Master's degree,Non-binary,White
55-64,Finance,Other,60000.0,,United States,31 - 40 years,31 - 40 years,Some college,Woman,White
45-54,Tech,Management,100000.0,,United States,21 - 30 years,11 - 20 years,Master's degree,Man,White
35-44,Finance,Administrative,79600.0,,United States,11 - 20 years,8 - 10 years,Some college,Woman,White
35-44,Government,Legal,107500.0,,United States,11 - 20 years,11 - 20 years,"Professional degree (MD, JD, etc.)",Woman,White
35-44,Healthcare,Management,164000.0,0.0,United States,11 - 20 years,11 - 20 years,"Professional degree (MD, JD, etc.)",Woman,White
18-24,Tech,Management,16000.0,,United States,2 - 4 years,2 - 4 years,College degree,Woman,White
25-34,Education,Education & Training,50000.0,0.0,United States,8 - 10 years,5-7 years,College degree,Man,White
35-44,Government,Data & Analytics,93750.0,0.0,United Kingdom,21 - 30 years,11 - 20 years,High School,Woman,White
35-44,Education,Education & Training,84500.0,,United States,5-7 years,5-7 years,PhD,Woman,White
25-34,Tech,Management,50000.0,2000.0,United States,5-7 years,5-7 years,College degree,Woman,White
25-34,Healthcare,Executive,100000.0,,United States,2 - 4 years,2 - 4 years,"Professional degree (MD, JD, etc.)",Woman,Asian or Asian American
35-44,Healthcare,Executive,93000.0,1500.0,United States,11 - 20 years,11 - 20 years,Master's degree,Woman,White
45-54,Education,Education & Training,60000.0,0.0,United States,21 - 30 years,11 - 20 years,Master's degree,Woman,White
35-44,Other,Administrative,45000.0,1500.0,United States,5-7 years,2 - 4 years,Master's degree,Woman,White
35-44,Finance,Management,85000.0,15000.0,United States,11 - 20 years,2 - 4 years,Master's degree,Woman,White
55-64,Finance,Other,60000.0,,United States,31 - 40 years,31 - 40 years,Some college,Woman,White
25-34,Consulting,Management,153000.0,6000.0,United States,5-7 years,2 - 4 years,Master's degree,Woman,Asian or Asian American
35-44,Engineering & Manufacturing,Executive,200000.0,75000.0,United States,11 - 20 years,11 - 20 years,College degree,Woman,White
45-54,Healthcare,Other,43000.0,2000.0,United States,21 - 30 years,8 - 10 years,Some college,Woman,White
35-44,Government,Executive,125800.0,,Canada,11 - 20 years,5-7 years,Master's degree,Woman,White
25-34,Construction & Real Estate,Management,50000.0,1000.0,United States,8 - 10 years,2 - 4 years,College degree,Woman,White
35-44,Government,Management,78000.0,100.0,United States,8 - 10 years,2 - 4 years,College degree,Man,White
25-34,Tech,Executive,80000.0,,United States,2 - 4 years,2 - 4 years,PhD,Woman,White
35-44,Engineering & Manufacturing,Engineering & IT,115000.0,0.0,United States,21 - 30 years,11 - 20 years,Master's degree,Woman,White
25-34,Education,Management,49500.0,,United States,5-7 years,5-7 years,Master's degree,Woman,White
35-44,Tech,Executive,70000.0,0.0,United States,21 - 30 years,11 - 20 years,College degree,Woman,White
25-34,Tech,Management,85000.0,1000.0,United States,2 - 4 years,2 - 4 years,College degree,Woman,White
35-44,Education,Management,43000.0,0.0,United States,11 - 20 years,11 - 20 years,Master's degree,Woman,White
55-64,Tech,Management,110000.0,5000.0,United States,41 years or more,31 - 40 years,College degree,Woman,White
25-34,Tech,Management,50000.0,5000.0,United States,5-7 years,2 - 4 years,College degree,Woman,White
35-44,Tech,Engineering & IT,145000.0,,United States,11 - 20 years,11 - 20 years,College degree,Woman,White
35-44,Education,Education & Training,96000.0,2500.0,United States,11 - 20 years,11 - 20 years,Master's degree,Woman,White
25-34,Tech,Executive,37000.0,0.0,United States,11 - 20 years,11 - 20 years,Master's degree,Woman,White
35-44,Education,Consulting,51000.0,,United States,5-7 years,8 - 10 years,Master's degree,Woman,White
35-44,Nonprofit,Marketing & Communications,51251.0,7104.0,United States,2 - 4 years,2 - 4 years,College degree,Woman,White
25-34,Finance,Management,82944.0,7776.000000000001,Germany,11 - 20 years,5-7 years,Master's degree,Woman,White
45-54,Education,Education & Training,72000.0,4600.0,United States,21 - 30 years,11 - 20 years,"Professional degree (MD, JD, etc.)",Woman,White
18-24,Tech,Marketing & Communications,53400.0,250.0,United States,2 - 4 years,2 - 4 years,College degree,Non-binary,Asian or Asian American
45-54,Government,Executive,165000.0,0.0,United States,21 - 30 years,11 - 20 years,Master's degree,Woman,White
25-34,Healthcare,Executive,70000.0,30000.0,United States,5-7 years,2 - 4 years,College degree,Woman,"Black or African American, White"
25-34,Healthcare,Executive,115000.0,10000.0,United States,5-7 years,5-7 years,PhD,Man,White
35-44,Construction & Real Estate,Engineering & IT,62400.0,,United States,8 - 10 years,2 - 4 years,College degree,Woman,White
25-34,Tech,Management,58500.0,6500.0,United States,11 - 20 years,8 - 10 years,College degree,Woman,White
45-54,Government,Data & Analytics,73001.0,1657.6,Canada,11 - 20 years,2 - 4 years,College degree,Woman,White
45-54,Tech,Executive,90000.0,0.0,United States,11 - 20 years,11 - 20 years,Master's degree,Woman,White
55-64,Legal,Legal,130000.0,2500.0,United States,31 - 40 years,31 - 40 years,College degree,Woman,White
35-44,Healthcare,Management,95000.0,2000.0,United States,11 - 20 years,11 - 20 years,College degree,Man,White
35-44,Engineering & Manufacturing,Management,150000.0,,United States,11 - 20 years,5-7 years,Master's degree,Woman,White
25-34,Tech,Management,38000.0,,United States,5-7 years,1 year or less,High School,Woman,White
25-34,Marketing,Management,120000.0,,United States,5-7 years,5-7 years,College degree,Woman,White
35-44,Tech,Engineering & IT,90000.0,0.0,United States,11 - 20 years,11 - 20 years,College degree,Man,White
55-64,Government,Administrative,62900.0,0.0,Canada,41 years or more,41 years or more,High School,Man,White
25-34,Tech,Engineering & IT,66500.0,,United States,8 - 10 years,5-7 years,College degree,Woman,"Black or African American, Hispanic, Latino, or Spanish origin"
35-44,Tech,Executive,67000.0,1000.0,United States,11 - 20 years,11 - 20 years,College degree,Woman,White
35-44,Government,Data & Analytics,86000.0,0.0,United States,11 - 20 years,5-7 years,College degree,Woman,White
25-34,Marketing,Management,41500.0,,New Zealand,5-7 years,2 - 4 years,College degree,Woman,"White, Another option not listed here or prefer not to answer"
25-34,Education,Consulting,46000.0,720.0,United States,11 - 20 years,11 - 20 years,Master's degree,Man,White
25-34,Finance,Data & Analytics,78125.0,6250.0,United Kingdom,11 - 20 years,8 - 10 years,College degree,Woman,White
25-34,Tech,Engineering & IT,110000.0,10000.0,Australia,8 - 10 years,2 - 4 years,College degree,Woman,White
25-34,Tech,Marketing & Communications,117700.0,25000.0,United States,5-7 years,5-7 years,College degree,Woman,White
35-44,Government,Executive,45000.0,0.0,United States,11 - 20 years,11 - 20 years,Master's degree,Woman,White
35-44,Tech,Engineering & IT,166000.0,,United States,11 - 20 years,11 - 20 years,College degree,Man,White
35-44,Education,Engineering & IT,55000.0,0.0,United States,11 - 20 years,11 - 20 years,College degree,Woman,White
25-34,Other,Executive,42000.0,0.0,United States,8 - 10 years,8 - 10 years,College degree,Woman,White
25-34,Legal,Legal,305000.0,80000.0,United States,8 - 10 years,5-7 years,"Professional degree (MD, JD, etc.)",Woman,White
55-64,Finance,Administrative,41000.0,1000.0,United States,21 - 30 years,11 - 20 years,Master's degree,Woman,White
35-44,Marketing,Management,48000.0,0.0,United States,11 - 20 years,5-7 years,College degree,Woman,White
35-44,Government,Data & Analytics,69000.0,0.0,United States,11 - 20 years,11 - 20 years,Master's degree,Woman,White
25-34,Tech,Human Resources,110000.0,10000.0,United States,8 - 10 years,5-7 years,Master's degree,Other or prefer not to answer,Another option not listed here or prefer not to answer
25-34,Engineering & Manufacturing,Engineering & IT,117000.0,3000.0,United States,11 - 20 years,11 - 20 years,College degree,Woman,"Hispanic, Latino, or Spanish origin"
45-54,Government,Administrative,33000.0,0.0,United States,31 - 40 years,8 - 10 years,Some college,Woman,White
35-44,Healthcare,Management,96200.0,9.62,Canada,11 - 20 years,11 - 20 years,College degree,Woman,White
45-54,Education,Education & Training,110000.0,9000.0,United States,21 - 30 years,21 - 30 years,PhD,Woman,Asian or Asian American
45-54,Finance,Executive,150000.0,35000.0,United States,21 - 30 years,21 - 30 years,Master's degree,Woman,"Hispanic, Latino, or Spanish origin"
35-44,Consulting,Consulting,176000.0,10000.0,United States,11 - 20 years,5-7 years,Master's degree,Woman,White
55-64,Education,Executive,121000.0,,United States,21 - 30 years,21 - 30 years,Master's degree,Woman,"Hispanic, Latino, or Spanish origin"
25-34,Construction & Real Estate,Management,131000.0,0.0,Australia,5-7 years,5-7 years,Master's degree,Woman,White
25-34,Education,Executive,57000.0,0.0,United States,5-7 years,5-7 years,Master's degree,Woman,White
35-44,Other,Assistant,82000.0,12300.0,United States,11 - 20 years,8 - 10 years,College degree,Woman,Black or African American
35-44,Consulting,Management,100000.0,1000.0,United States,11 - 20 years,11 - 20 years,Master's degree,Man,White
45-54,Tech,Marketing & Communications,58000.0,800.0,United States,11 - 20 years,5-7 years,Master's degree,Woman,White
25-34,Finance,Management,98000.0,6000.0,United States,5-7 years,5-7 years,College degree,Woman,"Hispanic, Latino, or Spanish origin, White"
18-24,Nonprofit,Strategist,39000.0,,United States,2 - 4 years,1 year or less,College degree,Woman,White
45-54,Government,Executive,120000.0,,Australia,21 - 30 years,21 - 30 years,Some college,Woman,White
55-64,Education,Executive,121000.0,,United States,21 - 30 years,21 - 30 years,Master's degree,Woman,"Hispanic, Latino, or Spanish origin"
35-44,Government,Data & Analytics,50320.0,0.0,Canada,2 - 4 years,2 - 4 years,PhD,Woman,White
25-34,Finance,Data & Analytics,65000.0,2500.0,United States,2 - 4 years,2 - 4 years,College degree,Woman,White
35-44,Tech,Strategist,80000.0,0.0,United States,11 - 20 years,11 - 20 years,Master's degree,Woman,White
45-54,Government,Executive,97000.0,0.0,United States,21 - 30 years,11 - 20 years,College degree,Woman,White
55-64,Government,Executive,44450.0,,United States,8 - 10 years,5-7 years,College degree,Woman,White
35-44,Other,Healthcare,44000.0,,United States,8 - 10 years,8 - 10 years,College degree,Woman,White
25-34,Retail,Other,34320.0,2200.0,United States,8 - 10 years,5-7 years,High School,Woman,White
18-24,Government,Consulting,66750.0,1250.0,United Kingdom,2 - 4 years,2 - 4 years,College degree,Non-binary,White
35-44,Tech,Executive,135000.0,0.0,United States,5-7 years,5-7 years,PhD,Woman,White
